idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.81084981739457;2.595169461739732,CRS3035RES1000mN2882000E3778000,CRS3035RES2000mN2882000E3778000,0,0,7737393051,109.5,38,2,5,4,37,5,2962132.9,3678,0,38,6,21,5,6,0,0,4,2,7.5,9,14,15,24,11,18,5,0
WSG84;48.81263843786454;2.5949018360463687,CRS3035RES1000mN2882000E3778000,CRS3035RES2000mN2882000E3778000,0,0,773739305177169,114,42,3,9,4,38,3,3122291.8,3319,2,40,5,19,11,7,0,0,5,5,8,7,6,26,21,11,21,4,0
WSG84;48.82192314158236;2.5716030310089644,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,9305194079,146,53,2,9,5,34,10,4239594.7,4959,18,35,1,37,8,7,0,14,4,2,12,18,16,26,33,24,6,4,1
WSG84;48.82210424377062;2.5743145353789143,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,367.5,125,25,24,16,27,35,7476003.7,9123,92,33,1,97,16,11,0,88,29,12.5,33,50.5,28.5,64,92,27,27,4,0
WSG84;48.822285280085964;2.5770260577729847,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,132.5,56,10,18,6,40,6,3350540.7,4273,16,40,0,21,14,21,0,0,9,0.5,4,9,13,33,17,26,8,13,0
WSG84;48.82246625052772;2.5797375981848685,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,62,25,2,8,2,22,4,1466660.6,1859,0,25,0,24,0,1,0,0,3,2,8,6,3,7,13,7,8,5,0
WSG84;48.822647155095154;2.5824491566082672,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,1,0,93051,13,4.6,0.2,0.7,0.5,2.9,0.9,381731.9,435.8,0.8,3.8,0,1.5,1.5,1.6,0,0,0.2,0.7,0.8,1.5,0.9,1.4,3.6,1.9,1,1,0
WSG84;48.823892796339386;2.5740460647707546,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,198,72,3,13,7,63,6,5747170.2,6934,5,67,2,42,20,8,0,0,13,2,11,19,16,36,37,21,31,12,0
WSG84;48.82407384016922;2.576757683493555,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,193,66,0,8,5,56,2,5886848.5,6231,4,62,0,36,19,11,0,0,7,3.5,8,15.5,26,22,42,39,20,10,0
WSG84;48.82425481812279;2.5794693202366714,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,159,59,0,14,5,54,4,4719876.3,5110,1,58,0,40,12,7,0,0,6.5,4,10.5,14,14,27,25,27,19,12,0
WSG84;48.824435730199376;2.582180974993795,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,1,0,93051,21,7.5,0.3,1.1,0.8,4.7,1.4,616643.8,704.1,1.4,6.1,0,2.5,2.5,2.5,0,0,0.3,1.1,1.4,2.5,1.4,2.2,5.8,3,1.6,1.7,0
WSG84;48.82497807116026;2.5903160472861595,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,1,0,9305177169,9,3.2,0.1,0.5,0.4,2,0.6,264275.9,301.7,0.6,2.6,0,1,1.1,1.1,0,0,0.1,0.5,0.6,1.1,0.6,0.9,2.5,1.3,0.7,0.7,0
WSG84;48.82531904638682;2.5683541936975116,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,1,0,93051,153.5,48.1,5.8,6.7,8.7,37.5,5.8,4125511.9,4166.2,4.8,43.3,2.9,28.9,5.8,9.6,0.9,0,7.7,4.8,11.6,14.9,19.2,23.1,36.6,15.4,12.5,7.7,0
WSG84;48.82550022948758;2.5710658726930684,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,219.5,73,10,14,10,56,8,5782165.8,6140,13,60,6,35,9,23,0,0,14,6,11,24.5,17,46,40,32,13,16,0
WSG84;48.82568134671084;2.573777569724054,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,178,65,9,10,7,56,5,5223539.2,6301,6,59,7,39,14,5,0,0,9,5,6.5,14.5,13,30,27,29,33,11,0
WSG84;48.82586239805586;2.5764892847841603,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,154,58,3,13,4,54,6,4520720.3,6279,1,57,7,23,15,13,0,0,2,0,6,21,13,20,30,26,23,12,1
WSG84;48.82604338352192;2.579201017867077,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,194,67,2,7,7,64,5,5568722.3,6178,1,66,1,51,8,7,0,0,5,6,12,27,8,28,39,22,36,11,0
WSG84;48.82622430310837;2.5819127689665,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,99,37,2,8,6,33,3,2594627.6,2989,4,33,0,29,0,7,1,0,8,3,8,7,6,11,25,12,7,12,0
WSG84;48.82674500063977;2.562661984990976,CRS3035RES1000mN2884000E3775000,CRS3035RES200mN2884600E3775800,0,0,93051,218.5,78,5,15,9,74,9,5926643.5,7236,2,76,27,20,19,12,0,0,7,6,15,27,12.5,29,50,25,33,14,0
WSG84;48.826926323020025;2.5653737242326407,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,201.5,75,4,14,5,64,5,5383792.5,6403,15,60,12,37,8,18,0,0,7,6,16,16.5,11,29,49,27,21,19,0
WSG84;48.8271075795215;2.5680854815248453,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,278,129,19,50,9,75,12,7003647.8,8061,81,48,12,18,7,92,0,0,15,7.5,14.5,20,22,78,46,33,28,14,0
WSG84;48.82728877014348;2.5707972568612782,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,288.5,115,10,32,13,79,8,8295932.8,8652,52,63,13,33,11,58,0,0,15,3,18,22,34,58,70.5,35,24,9,0
WSG84;48.82746989488529;2.5735090502356432,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,205,75,3,15,6,65,6,5882837.8,7049,1,74,11,38,14,12,0,0,6,6,9,23,14,30,51,26,26,14,0
WSG84;48.8276509537462;2.576220861641624,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,243,79,7,14,13,71,9,6820781.2,7080,3,76,16,30,14,19,0,0,9,7,12.5,32,23.5,31,53,25,35,15,0
WSG84;48.82783194672549;2.5789326910729162,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,193,69,3,10,8,65,2,5607295.7,6282,1,68,0,42,26,1,0,0,9,4,16.5,10.5,15,36,34,33,25,10,0
WSG84;48.82801287382247;2.581644538523215,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,1,0,93051,17,6,0.2,0.9,0.7,3.8,1.1,499187.8,569.9,1.1,4.9,0,2,2,2,0,0,0.2,0.9,1.1,2,1.1,1.8,4.7,2.5,1.3,1.4,0
WSG84;48.82853351652449;2.5623930556648893,CRS3035RES1000mN2884000E3775000,CRS3035RES200mN2884800E3775800,0,0,93051,267,148,12,80,4,75,9,6779689.6,7305,120,28,17,17,3,111,0,0,12,5.5,10,8.5,24,115,35,24,21,12,0
WSG84;48.82871484643202;2.5651048912510004,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,500,241,46,105,13,79,37,10784461.5,12663,217,24,16,12,5,208,0,27,39,16,36.5,38,27,183.5,91,27,25,16,1
WSG84;48.82889611045808;2.5678167448901528,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,303.5,141,11,57,8,68,12,7978459.2,8427,99,42,10,41,28,62,0,0,24.5,7,18,17.5,17.5,92,47,34,38,8,0
WSG84;48.829077308601995;2.570528616576038,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,247,114,11,48,6,74,10,6574281.7,7539,54,60,13,32,17,52,0,0,13.5,8.5,9.5,11.5,22,70,38,33,24,17,0
WSG84;48.82925844086306;2.5732405063023527,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,0,0,93051,235.5,91,4,18,3,87,9,6922666,8641,57,34,0,4,87,0,0,0,11,9.5,14,22,12,40,51,20,44,12,0
WSG84;48.82943950724055;2.575952414062784,CRS3035RES1000mN2884000E3776000,CRS3035RES1000mN2884000E3776000,1,0,93051,6,1.9,0.2,0.3,0.3,1.5,0.2,161257.8,162.8,0.2,1.7,0.1,1.1,0.2,0.4,0.1,0,0.3,0.2,0.4,0.6,0.8,0.9,1.4,0.6,0.5,0.3,0
WSG84;48.82962050773378;2.578664339851029,CRS3035RES1000mN2884000E3777000,CRS3035RES1000mN2884000E3777000,0,0,93051,84.5,35,2,12,3,31,1,2475336.7,3232,0,35,0,0,34,1,0,0,6,3,0,11.5,6,13,16,11,15,3,0
WSG84;48.83014062689117;2.55941218797918,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,243.5,94,8,16,1,78,7,6883049.6,7877,12,82,34,23,15,22,0,0,15,11,12.5,15,10,49,51,45,23,12,0
WSG84;48.83032203021007;2.5621241018564573,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,211,72,3,9,9,66,7,6033666.9,7366,1,71,8,37,17,10,0,0,9,3,18,19.5,19.5,28,57,25,18,13,1
WSG84;48.83050336764554;2.5648360337955878,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,303.5,134,13,46,10,77,16,8121385.3,9683,72,62,9,50,9,66,0,0,16.5,6.5,18,18.5,31,75,63,34,28,13,0
WSG84;48.8306846391969;2.5675479837902633,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,222.5,84,3,17,8,76,6,6440512.8,7972,1,83,14,37,20,13,0,0,2,2,7.5,22.5,24.5,26,56,33,38,11,0
WSG84;48.83086584486346;2.570259951834174,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,118,42,1,7,2,36,1,3422874.1,4167,2,40,6,15,13,8,0,0,4.5,1.5,6,9,10,23,23,15,19,7,0
WSG84;48.83104698464447;2.5729719379210145,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,274,110,5,29,9,91,14,7475066.7,10263,50,60,0,0,63,47,0,0,10,7,15,22.5,25.5,47,50,30,52,15,0
WSG84;48.83122805853927;2.5756839420444746,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,483.5,164,23,31,21,83,25,11354553.1,12958,79,85,0,0,85,79,0,79,53,18,49.5,43,31,109,91,27,49,12,1
WSG84;48.83140906654712;2.5783959641982483,CRS3035RES1000mN2885000E3777000,CRS3035RES1000mN2885000E3777000,0,0,93051,123,47,0,12,4,45,3,3656953.6,4146,0,47,0,0,47,0,0,0,3,4,11.5,17.5,3,16,27,11,24,5,1
WSG84;48.831590008667305;2.5811080043760217,CRS3035RES1000mN2885000E3777000,CRS3035RES1000mN2885000E3777000,1,0,93051,4,1.7,0.3,0.5,0.1,0.7,0.3,97084.5,132.7,1.6,0.1,0,0,1.3,0.4,0,0.2,0.2,0.1,0.2,0.4,0.5,0.9,0.9,0.2,0.5,0.1,0
WSG84;48.83174765411095;2.556431121160438,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,376,186,17,79,1,122,30,9831171.9,12343,163,23,1,1,48,136,0,0,31,2,18,23,26,108,68,55,32,13,0
WSG84;48.83192913084654;2.55914311332614,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,234.5,83,2,17,11,75,4,6833609.7,7768,15,68,7,31,23,22,0,0,9,6,16,19.5,20,35,56,28,36,8,1
WSG84;48.83211054169677;2.561855123562506,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,160,62,3,15,4,59,5,4428030.8,5404,0,62,0,51,9,2,0,0,3,4,3,19.5,13.5,16,37,17,27,20,0
WSG84;48.832291886660926;2.5645671518632294,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,202,74,5,12,7,68,3,5755177.1,6417,5,69,7,60,2,4,1,0,10,9,13,9,11,37,31,24,42,16,0
WSG84;48.83247316573829;2.567279198222002,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,148,64,7,22,5,50,3,4129393.7,5594,7,57,7,10,36,11,0,0,6,4,5,8,11,19,24,23,35,13,0
WSG84;48.832654378928176;2.5699912626325156,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,1,0,93051,37,13,0,4.3,1.9,8,1.2,1029699.1,1145.2,3.1,9.9,0.6,3.1,9.3,0,0,0,0,0,1.8,2.5,5.6,4.9,8,9.2,2.5,2.5,0
WSG84;48.833197623165816;2.5781275641114036,CRS3035RES1000mN2885000E3777000,CRS3035RES1000mN2885000E3777000,1,0,93051,3,1.3,0.3,0.4,0,0.5,0.3,72813.4,99.5,1.2,0.1,0,0,1,0.3,0,0.1,0.2,0,0.1,0.3,0.3,0.7,0.7,0.2,0.4,0.1,0
WSG84;48.833354598174736;2.5534498551935854,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,274,81,16,14,21,0,27,5024086.3,5385,81,0,0,0,0,81,0,81,29,16.5,42,41.5,12,70,47,11,4,0,1
WSG84;48.833536148332385;2.5561619256449677,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,1,0,93051,20,7.4,0.5,1,0.7,5.4,1.2,565592,789.9,1.2,6.2,1.5,1.5,2.7,1.7,0,0,1,0.2,0.7,1.8,1.9,3.7,3,4.7,2.5,0.5,0
WSG84;48.83371763260269;2.5588740141758297,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,94,31,3,2,3,30,1,3076760,4220,0,31,0,0,31,0,0,0,1,1,3,13,10,10,25,17,9,5,0
WSG84;48.83389905098497;2.5615861207798627,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,167.5,56,7,4,7,49,8,4171752.7,4699,0,56,4,32,13,7,0,0,4,7,10,14.5,14,18,39,18,26,17,0
WSG84;48.834080403478474;2.5642982454507552,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,1,0,93051,11,3.8,0,1.3,0.5,2.4,0.4,306126.8,340.4,0.9,2.9,0.2,0.9,2.7,0,0,0,0,0,0.5,0.7,1.7,1.5,2.4,2.8,0.7,0.7,0
WSG84;48.835348025988985;2.583283623489145,CRS3035RES1000mN2885000E3777000,CRS3035RES1000mN2885000E3777000,1,0,9305177083,4,1.7,0.3,0.5,0.1,0.7,0.3,97084.5,132.7,1.6,0.1,0,0,1.3,0.4,0,0.2,0.2,0.1,0.2,0.4,0.5,0.9,0.9,0.2,0.5,0.1,0
WSG84;48.83477976959987;2.5477562594238363,CRS3035RES1000mN2885000E3774000,CRS3035RES1000mN2885000E3774000,1,0,9305194079,16,9.7,0.7,4.5,0,6,0,417835.7,985.3,2.2,7.5,3,3,3,0.7,0,0,0,0,0,0.4,0,1.5,3,2.2,5.2,3.7,0
WSG84;48.83496145907347;2.5504683900635503,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,43.5,13,0,3,3,12,0,1164297.4,1109,0,13,3,6,4,0,0,0,1,1,1.5,8,3,3,13,2,8,3,0
WSG84;48.835324640354195;2.5558927056204768,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,1,0,93051,6,2.2,0.1,0.3,0.2,1.6,0.4,169677.6,237,0.4,1.8,0.4,0.5,0.8,0.5,0,0,0.3,0.1,0.2,0.6,0.6,1.1,0.9,1.4,0.7,0.1,0
WSG84;48.83568755807493;2.5613170935053486,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,1,0,93051,24,8.9,0.6,1.2,0.9,6.5,1.5,678710.4,947.9,1.5,7.4,1.8,1.8,3.2,2.1,0,0,1.2,0.3,0.9,2.2,2.2,4.4,3.6,5.6,3,0.6,0
WSG84;48.835868918098534;2.56402931455499,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,113.5,43,2,10,4,35,4,3217252.3,3563,3,40,14,11,13,5,0,0,6,1,5.5,11,13,17,15,19,21,5,0
WSG84;48.83605021223002;2.5667415536676916,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,106,37,3,5,3,31,5,2635338.7,3195,3,34,9,11,12,5,0,0,7,2.5,6,6.5,11,11,28,15,14,4,1
WSG84;48.836231440468666;2.569453810837135,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,1,0,93051,12,4.2,0,1.4,0.6,2.6,0.4,333956.5,371.4,1,3.2,0.2,1,3,0,0,0,0,0,0.6,0.8,1.8,1.6,2.6,3,0.8,0.8,0
WSG84;48.83641260281381;2.5721660860570217,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,935.5,319,61,85,58,81,48,17495689.8,21604,319,0,0,3,219,97,0,207,74.5,35,80.5,105.5,64,236,161,88,66,16,9
WSG84;48.83659369926469;2.5748783793210284,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,339.5,126,21,35,16,100,20,7381841.2,9644,126,0,0,0,126,0,0,0,14,10,27,35,31.5,74,64,40,41,3,0
WSG84;48.83674993381573;2.5501989527697555,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,227,88,19,22,10,64,9,4916008.2,6974,88,0,0,0,88,0,0,0,11.5,10,14.5,14,17,51,48,24,33,4,0
WSG84;48.8369315649422;2.5529111978813677,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,1139,362,95,71,73,85,69,19721549.4,27786,362,0,0,0,256,106,0,97,57.5,34.5,100.5,124.5,86,218,214,161,117,24,2
WSG84;48.837113130176704;2.555623461083786,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,942,280,86,63,69,58,51,14877155.8,21699,280,0,0,0,109,171,0,184,60.5,33.5,90,121,71,188,192,94,64,11,17
WSG84;48.837294629518546;2.558335742370695,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,391.5,226,70,137,9,48,22,7595449.3,8379,226,0,0,0,226,0,0,0,26.5,12,16.5,12.5,49,170,48,27,25,4,1
WSG84;48.837476062967006;2.5610480417357895,CRS3035RES1000mN2885000E3775000,CRS3035RES1000mN2885000E3775000,0,0,93051,317.5,117,16,27,14,96,14,8207061.2,9073,74,43,6,12,44,55,0,0,18,7,16,22.5,22,81,64,36,41,10,0
WSG84;48.837657430521396;2.5637603591727562,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,248.5,86,9,14,14,75,8,6276257.8,7879,8,78,20,20,28,18,0,0,11,7,16.5,19,21,24,53,34,46,16,1
WSG84;48.837838732181;2.566472694675289,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,229,90,15,24,6,65,8,5807721.7,7169,16,74,19,45,13,13,0,0,12,3,10,16,27,35,55,31,33,6,1
WSG84;48.8380199679451;2.56918504823707,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,229,79,12,19,12,60,8,5726457.6,6581,17,62,19,18,24,18,0,0,13,3,11,22,26,40,48,26,27,13,0
WSG84;48.83820113781301;2.571897419851796,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,463,182,15,54,18,97,29,10836823.6,11279,159,23,4,12,4,162,0,38,47.5,19,48,29.5,25,173,71,27,18,5,0
WSG84;48.838382241784;2.5746098095131447,CRS3035RES1000mN2885000E3776000,CRS3035RES1000mN2885000E3776000,0,0,93051,2935,1012,223,258,171,216,226,52388074.9,73794,1012,0,40,0,921,51,0,728,169.5,107,244,366,207.5,551,577,328,327,46,12
WSG84;48.83856327985738;2.5773222172148107,CRS3035RES1000mN2885000E3777000,CRS3035RES1000mN2885000E3777000,1,0,93051,46,20,4,6,0.7,8,4,1116471.6,1526,18.7,1.3,0,0,15.3,4.7,0,2,2.7,0.7,1.7,4.3,5.3,10.6,10.7,2.7,6,1.3,0
WSG84;48.838356701795064;2.5472171675455644,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,559.5,247,61,108,25,5,34,10271806.2,14330,247,0,0,0,132,115,0,33,46,20.5,42,45,36,152,109,67,37,5,0
WSG84;48.83853840635761;2.549929490943429,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,1252,433,105,101,77,196,63,23462520.1,30164,427,6,0,0,433,0,0,140,68,46.5,101,123.5,100,267,247,140,126,33,0
WSG84;48.838720045026236;2.5526418324409166,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,597.5,189,50,40,38,56,26,10489862.7,14136,189,0,0,0,165,24,0,113,36,20,52.5,56,43,121,97,88,78,6,0
WSG84;48.83890161780024;2.5553541920317175,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,1319,392,118,91,103,71,73,20969372.4,27784,392,0,0,0,372,20,0,126,95,51.5,125.5,134.5,81.5,281,227,146,121,13,43
WSG84;48.8390831246789;2.558066569709522,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,1010.5,375,109,134,56,115,58,17805262.6,24830,375,0,0,0,301,74,0,172,61,38,87,98.5,71,276,176,100,84,11,8
WSG84;48.839264565661544;2.560778965468013,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,548.5,215,39,76,29,42,42,10819952.3,13627,207,8,0,1,151,63,0,142,31.5,24,42,61,34,134,106,66,44,5,1
WSG84;48.839445940747396;2.563491379300884,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886000E3776000,0,0,93051,104,41,4,6,1,39,2,2968084.3,3809,0,41,8,15,12,6,0,0,1,0,4.5,5.5,7,15,19,27,13,12,0
WSG84;48.839627249935816;2.5662038112018277,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886000E3776200,0,0,93051,186.5,68,11,11,5,55,8,4626694.8,6127,8,60,17,13,17,21,0,0,9,7,6,4.5,20,32,34,35,27,12,0
WSG84;48.83980849322608;2.568916261164526,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886000E3776400,0,0,93051,110,42,2,8,3,38,2,2967155,3840,0,42,8,15,14,5,0,0,6,0,6,6,7,17,21,20,21,6,0
WSG84;48.839989670617456;2.5716287291826654,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886000E3776600,0,0,93051,60,19,0,2,5,18,2,1846888.2,1877,1,18,0,14,2,3,0,0,2,1,7,2,5,11,12,13,4,3,0
WSG84;48.84017078210927;2.574341215249939,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886000E3776800,0,0,93051,476,185,41,64,27,62,25,9375863.2,12347,185,0,0,0,182,3,0,89,31,16,40,37,29,117,80,57,59,10,0
WSG84;48.8403518277008;2.5770537193600287,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,93051,749,329,53,126,27,206,36,16234699.4,21934,329,0,0,0,280,49,0,0,39,12,48,66,52,189,133,87,101,22,0
WSG84;48.84053280739134;2.5797662415066274,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,1,0,9305177083,11,3.1,1.1,0.7,1.3,0,0.5,160503.9,187.8,2.8,0.3,0,0.5,0,2.6,0,2.1,2,0.6,1.6,0.6,1,2.3,2.3,0.2,0.2,0,0.2
WSG84;48.84071372118018;2.5824787816834136,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,7708393051,472,214,48,93,21,45,38,9968286.4,12925,214,0,0,0,0,214,0,111,41,8,35.5,36.5,43,135,81,54,29,8,1
WSG84;48.839781542688236;2.5415227995436096,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,1682,527,182,119,118,123,90,27884202.2,42175,527,0,0,0,386,141,0,335,92,46,173,213,133,312,323,187,143,27,33
WSG84;48.83996338658737;2.544235183110219,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,295.5,110,28,35,14,60,13,5725669.4,7671,110,0,0,0,110,0,0,0,20,13,17.5,29.5,22.5,72,65,23,24,9,0
WSG84;48.84014516459132;2.5469475847915803,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,439.5,188,13,57,15,142,27,11914530.8,14680,188,0,0,0,188,0,0,0,16,17,27,28.5,24,107,82,58,54,26,0
WSG84;48.84050852291092;2.55237244247333,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,1,0,93051,36,11.9,0.4,1.7,1.3,11,1.3,1156465.1,1468.8,0,11.9,5.1,3.4,0.9,2.5,0,0,2.5,0.9,4.2,3.4,3,2.5,8.1,5.5,3.8,2.1,0
WSG84;48.84069010322512;2.555084898461093,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,69,27,1,6,2,24,3,2275674.7,2882,8,19,4,1,5,17,0,0,4,0,1,7,2,19,11,9,9,7,0
WSG84;48.84087161764131;2.557797372538367,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,373,171,13,65,8,97,21,10431814.8,11012,132,39,11,5,81,74,0,0,34,15.5,31.5,12,20,141,57,29,23,10,0
WSG84;48.8410530661588;2.5605098646988393,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,238.5,103,6,38,5,78,6,6782325.7,7609,58,45,0,8,29,66,0,0,13,6,13.5,20,17,57,43,37,26,6,0
WSG84;48.84123444877687;2.5632223749361995,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886200E3776000,0,0,93051,435,183,13,53,9,149,18,12253332.8,15173,98,85,0,2,181,0,0,0,20,7,31.5,40.5,24,88,94,52,73,5,0
WSG84;48.84141576549482;2.5659349032441336,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886200E3776200,0,0,93051,356.5,191,38,101,8,70,18,8702298.1,9694,173,18,1,12,20,158,0,84,15.5,5.5,19,17.5,36,145,46,44,22,6,0
WSG84;48.841597016311916;2.568647449616324,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886200E3776400,0,0,93051,511.5,203,26,46,16,78,41,12242536.6,13839,157,46,1,23,13,166,0,69,35,19,38,41.5,34,136,109,49,36,13,1
WSG84;48.8417782012275;2.571360014046468,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886200E3776600,0,0,93051,67,27,0,9,3,21,1,2235290.1,2468,7,20,2,4,18,3,0,0,2,3,9,2,5,10,14,6,14,2,0
