idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.84195932024082;2.5740725965282447,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886200E3776800,0,0,93051,550,173,35,41,37,59,31,9767124.7,13528,173,0,0,0,173,0,0,86,36,16.5,54,61.5,41,124,95,71,33,9,9
WSG84;48.84214037335119;2.576785197055342,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,93051,646,211,46,47,45,56,46,11933334.5,17275,211,0,0,0,211,0,0,140,28,26,72.5,80,45.5,112,133,68,70,10,1
WSG84;48.84193362518715;2.546677977490123,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,426,151,34,38,23,57,25,8750285,10906,146,5,0,0,151,0,0,69,27,14,41.5,40.5,33,107,87,45,22,9,0
WSG84;48.84211534484148;2.5493904936804554,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,1117,482,66,183,36,233,72,26914272.1,33603,481,1,0,1,387,94,0,169,79,39.5,88.5,83,59,255,214,151,107,41,0
WSG84;48.84229699859655;2.5521030279754275,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,820.5,332,24,119,33,166,43,21733124.9,22724,292,40,3,7,17,305,0,81,57.5,32.5,60.5,92.5,45.5,202,173,86,48,23,0
WSG84;48.842478586451655;2.5548155803687354,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,547.5,236,16,76,16,131,24,14726337,15030,187,49,8,14,10,204,0,60,46,20,34,31.5,33,206,86,41,34,16,0
WSG84;48.842660108406086;2.5575281508540595,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,146,59,4,18,5,44,2,4256748.9,5543,14,45,24,2,13,20,0,0,6,2,5,14,15,19,27,27,22,9,0
WSG84;48.84284156445915;2.560240739425092,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,125.5,44,1,8,7,38,3,3876393.8,5128,6,38,12,9,7,16,0,0,4,1,9.5,11,17,20,27,12,15,9,0
WSG84;48.84302295461011;2.5629533460755187,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886400E3776000,0,0,93051,383,134,26,31,23,15,43,7179234.8,10180,118,16,3,3,84,43,1,112,26.5,15,46.5,46,34,78,72,35,25,4,1
WSG84;48.84320427885828;2.565665970799026,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886400E3776200,0,0,93051,159.5,77,4,31,2,26,10,3997622.3,4556,66,11,1,0,0,76,0,32,17.5,5,13,4,13,65,28,5,8,1,0
WSG84;48.843385537202956;2.568378613589299,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886400E3776400,0,0,93051,170,57,3,11,8,45,9,4555802.6,5402,6,51,10,20,14,13,0,0,10,3,8,18,14,29,34,30,13,11,0
WSG84;48.84356672964341;2.571091274440027,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886400E3776600,0,0,93051,64,26,2,7,2,20,4,1572237.4,2263,4,22,1,3,15,7,0,1,2,2,4.5,4.5,3,9,12,10,14,3,0
WSG84;48.84374785617897;2.5738039533448913,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886400E3776800,0,0,93051,1939.5,625,173,126,117,1,201,31845492.8,48137,625,0,0,29,595,0,1,623,107,47.5,177.5,287.5,173,306,375,234,170,32,30
WSG84;48.84392891680889;2.576516650297582,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,93051,1058.5,426,110,153,49,126,69,20194135.2,30903,426,0,0,0,370,56,0,238,43,29.5,67,103,95,252,174,134,128,22,11
WSG84;48.8441099115325;2.5792293652917766,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,7708393051,251,104,16,31,6,60,7,5598338.2,7268,104,0,0,0,104,0,0,20,15,7,17,10.5,14.5,81,45,33,25,2,1
WSG84;48.84317650657453;2.538270616545766,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,286,148,5,68,5,100,14,8205946.7,8723,131,17,0,9,1,138,0,0,14,9,12,16,22,76,74,34,25,4,0
WSG84;48.843358431477334;2.540983174785857,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,75,24,2,2,5,23,4,2181796.3,2416,0,24,7,8,9,0,0,0,0,5,5,9,6,11,15,7,12,5,0
WSG84;48.84354029048034;2.543695751152044,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,43,15,0,1,2,15,0,1509906.6,1754,0,15,4,1,10,0,0,0,0,0,4,4,4,2,9,8,12,0,0
WSG84;48.84372208358284;2.5464083456380084,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,227,79,24,18,13,0,21,4157968.7,5958,79,0,0,0,79,0,0,78,19,7,19,25,15,43,42,33,21,2,1
WSG84;48.84390381078411;2.5491209582374417,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,750,363,23,152,12,250,33,20746830.1,21101,363,0,0,0,41,322,0,0,38.5,19,43,47.5,45,208,157,92,84,16,0
WSG84;48.84408547208346;2.551833588944029,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,686,377,53,201,10,188,32,18133195.4,19652,353,24,0,0,0,358,19,0,29,11,25.5,34,73.5,234,120,84,61,14,0
WSG84;48.84426706748019;2.5545462377514596,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,205.5,88,5,30,4,62,8,6237983.4,6402,47,41,25,10,2,51,0,0,15,4,12,11.5,15,65,43,20,12,8,0
WSG84;48.84444859697355;2.557258904653419,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,1,0,93051,49,16.1,0.6,2.3,1.7,15,1.7,1574077.6,1999.2,0,16.1,6.9,4.6,1.1,3.5,0,0,3.5,1.1,5.8,4.6,4,3.5,10.9,7.5,5.2,2.9,0
WSG84;48.84463006056288;2.559971589643595,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,88,34,2,8,1,27,2,2762222.6,4565,5,29,8,1,13,12,0,0,1,1,3,9,10,11,19,16,13,5,0
WSG84;48.84481145824745;2.562684292715671,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886600E3776000,0,0,93051,321.5,135,11,44,12,85,18,8532016.8,9563,80,55,20,17,7,90,1,0,25.5,10.5,19.5,20.5,28.5,106,57,19,30,5,0
WSG84;48.84499279002656;2.5653970138633344,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886600E3776200,0,0,93051,428,200,9,83,9,132,19,11681876.6,13093,155,45,14,18,6,162,0,0,41,11,18,25,27,180,60,32,23,11,0
WSG84;48.84517405589949;2.5681097530802712,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886600E3776400,0,0,93051,244,98,7,33,10,73,8,6454899.1,7240,20,78,22,33,27,16,0,0,10,5,16.5,16.5,14,59,45,32,33,13,0
WSG84;48.845355255865556;2.5708225103601663,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886600E3776600,0,0,93051,1232.5,476,85,154,70,195,96,23959223.3,30334,451,25,5,455,10,6,0,213,73,40,104,134,89.5,249,222,133,130,58,0
WSG84;48.84553638992403;2.5735352856967015,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886600E3776800,0,0,93051,312.5,101,16,26,22,0,21,5973674.8,6146,101,0,0,0,0,101,0,101,33,17,48.5,27,11,91,52,16,9,1,7
WSG84;48.84571745807422;2.5762480790835687,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,1,0,9305177083,47,13.3,4.9,2.8,5.6,0,2.1,685789.3,802.5,11.9,1.4,0,2.1,0,11.2,0,9.1,8.4,2.8,7,2.8,4.2,9.8,9.9,0.7,0.7,0,0.7
WSG84;48.845898460315404;2.5789608905144425,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,7708393051,131.5,55,9,19,5,1,16,2522902.1,3990,55,0,0,0,55,0,0,51,11,3,5,12.5,13,22,33,26,4,1,1
WSG84;48.84441874732831;2.529862815785871,CRS3035RES1000mN2886000E3773000,CRS3035RES200mN2886800E3773600,0,0,9305194015,607,340,31,177,7,146,32,16947870.6,17486,294,46,11,3,26,300,0,0,33.5,17,36,29.5,33,258,93,52,49,6,0
WSG84;48.844782941751184;2.5352880343865127,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,96.5,35,5,7,4,24,5,2667230,3239,10,25,10,12,4,9,0,0,3,2,9.5,10,9,19,18,16,7,3,0
WSG84;48.84496494011142;2.5380006709018343,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,285,102,16,26,13,24,28,5799449.1,7075,95,7,4,27,3,68,0,60,25,15,36,33,15,68,59,20,12,2,0
WSG84;48.84514687256988;2.5407133255520713,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,263.5,104,9,30,9,71,14,6904108.5,7501,64,40,16,6,6,76,0,0,20,6,11,28.5,24,54,59,32,23,6,0
WSG84;48.845328739125875;2.543425998330915,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,516.5,231,23,95,12,88,24,12767934.5,13390,211,20,15,5,8,203,0,39,60,22.5,31.5,29,23.5,189,88,35,31,7,0
WSG84;48.8455105397787;2.546138689232053,CRS3035RES1000mN2886000E3774000,CRS3035RES1000mN2886000E3774000,0,0,93051,248.5,122,13,52,3,58,13,6668867.5,7054,109,13,13,5,11,93,0,0,19,3,15,15.5,10,78,49,24,30,5,0
WSG84;48.84569227452765;2.5488513982491714,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,839.5,436,53,227,15,200,45,21167328,22143,436,0,3,0,0,433,0,75,56,21,41.5,62,55,254,175,92,56,27,0
WSG84;48.84587394337197;2.5515641253759545,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,758.5,414,29,206,6,244,38,21173102.7,24141,412,2,2,0,65,347,0,0,32,7.5,43.5,31.5,49,185,177,93,91,49,0
WSG84;48.84605554631101;2.5542768706060923,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,246,119,4,44,2,84,11,7137005.3,8979,99,20,8,12,90,9,0,0,12,8,15.5,12.5,11,44,43,27,56,17,0
WSG84;48.84623708334403;2.556989633933267,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,89.5,39,2,11,3,29,7,3028341.5,3925,6,33,15,15,4,5,0,0,1,1,6,8.5,7,15,13,17,16,5,0
WSG84;48.846418554470354;2.5597024153511674,CRS3035RES1000mN2886000E3775000,CRS3035RES1000mN2886000E3775000,0,0,93051,112,45,2,10,4,37,3,3509920,5017,5,40,22,5,11,6,1,0,4,3,5.5,6.5,8,16,21,26,17,5,0
WSG84;48.84659995968923;2.562415214853478,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886800E3776000,0,0,93051,140,55,4,10,2,44,5,4340215.4,5885,6,49,17,16,13,9,0,0,5,2,8,6,15,21,27,22,26,8,0
WSG84;48.84678129899996;2.5651280324338828,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886800E3776200,0,0,93051,187.5,75,3,22,3,54,2,5936123,6826,17,58,21,10,15,29,0,0,5,2,13,20,15.5,36,47,18,23,8,0
WSG84;48.84696257240188;2.5678408680860643,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886800E3776400,0,0,93051,192,72,0,13,8,62,5,5674393.3,5958,2,70,32,14,20,6,0,0,10,5,14,14.5,6.5,36,35,24,33,14,0
WSG84;48.84714377989424;2.5705537218037153,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886800E3776600,0,0,93051,418,202,21,93,13,135,30,9323513.5,11451,190,12,0,77,30,95,0,20,32.5,9,25.5,29,31,143,70,51,19,8,0
WSG84;48.847324921476336;2.573266593580508,CRS3035RES1000mN2886000E3776000,CRS3035RES200mN2886800E3776800,0,0,93051,484.5,197,19,63,19,131,23,11869167,11971,170,27,0,0,27,170,0,0,44.5,22,33,26,39,184,82,30,17,7,0
WSG84;48.84750599714748;2.5759794834101357,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,1,0,9305177083,4,1.1,0.4,0.2,0.5,0,0.2,58365,68.3,1,0.1,0,0.2,0,0.9,0,0.8,0.7,0.2,0.6,0.2,0.4,0.8,0.8,0.1,0.1,0,0.1
WSG84;48.847687006906945;2.578692391286275,CRS3035RES1000mN2886000E3777000,CRS3035RES1000mN2886000E3777000,0,0,77083,167,68,6,18,7,51,9,4431821.8,4521,68,0,0,0,0,68,0,0,7,8,9,12,12,53,29,23,14,0,0
WSG84;48.84620715597846;2.5295925563180894,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,0,0,93051,630,253,40,85,25,52,45,13788092.9,16590,211,42,15,77,98,63,0,151,37.5,19.5,44.5,61.5,50,154,109,86,54,14,0
WSG84;48.84638929370445;2.5323052529558163,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,0,0,93051,170.5,84,4,37,3,50,7,4594719.1,4794,65,19,20,4,4,55,1,0,10,0,11,8,15.5,60,37,9,14,6,0
WSG84;48.84657136552742;2.5350179677435993,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,239.5,123,10,54,4,67,12,6189403.4,6906,97,26,15,31,19,58,0,0,8,4,11,17.5,13,60,46,31,35,14,0
WSG84;48.846753371446695;2.5377307006751333,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,220,116,17,64,5,43,13,5170071.3,5697,91,25,16,19,5,76,0,12,16,4.5,5,16,19.5,82,43,19,13,2,0
WSG84;48.846935311461515;2.540443451744097,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,492.5,259,21,130,7,163,18,13207720.2,14344,221,38,11,7,15,213,13,0,23,8,26,32,37.5,178,116,43,23,6,0
WSG84;48.84711718557123;2.5431562209441814,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,299,149,16,68,5,100,18,7908940.5,8972,130,19,17,4,64,63,1,0,20.5,4,14,16.5,18,83,64,30,34,15,0
WSG84;48.84729899377508;2.5458690082690736,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,514,291,24,163,8,139,26,13795099.5,16286,259,32,38,14,126,113,0,44,26,7.5,24,30,23.5,121,97,66,68,51,0
WSG84;48.84748073607236;2.548581813712458,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,778.5,344,50,150,33,120,51,17449382.2,18026,309,35,69,0,16,259,0,101,43,22,66.5,77.5,47.5,190,179,72,64,17,0
WSG84;48.84766241246242;2.5512946372680214,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,682,356,27,175,13,153,45,17744663.2,19158,344,12,20,8,6,322,0,49,54.5,21.5,34,37,32,248,119,73,51,12,0
WSG84;48.847844022944464;2.5540074789294476,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,843,372,30,138,20,174,60,20660527.4,21690,372,0,6,56,121,188,1,88,73.5,36,69.5,47.5,41.5,265,138,62,70,33,7
WSG84;48.84802556751784;2.5567203386904227,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,283,126,13,46,7,73,25,7635393.2,8102,110,16,5,19,1,101,0,0,16.5,13.5,22.5,22,16.5,81,61,19,22,8,1
WSG84;48.848207046181834;2.5594332165446336,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,200.5,106,5,52,4,61,12,5379946.6,7198,89,17,7,35,56,8,0,0,9,5.5,8.5,9.5,13,58,32,22,23,20,0
WSG84;48.84838845893574;2.562146112485761,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,390,198,13,85,5,117,32,9907242.3,12091,173,25,4,50,57,87,0,29,15,10.5,27,30.5,21,93,93,38,43,19,0
WSG84;48.84856980577883;2.564859026507495,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,673,321,36,146,15,142,49,15672196,17282,290,31,2,14,24,281,0,37,61,19,58.5,46,39.5,233,119,46,41,10,0
WSG84;48.84875108671041;2.567571958603509,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,291.5,133,17,56,8,81,13,7030227.8,8708,93,40,11,14,20,88,0,0,17,6,13.5,18,22,83,48,28,39,17,0
WSG84;48.848932301729775;2.5702849087674973,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,409.5,211,21,117,12,107,21,9032057.1,10853,201,10,7,6,1,197,0,47,27,18.5,35,26,25,180,59,15,18,6,0
WSG84;48.8491134508362;2.572997876993135,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,561,198,29,47,26,82,35,11870043.2,13380,130,68,3,2,82,111,0,81,36,20.5,45.5,60,40,129,122,48,48,12,0
WSG84;48.849294534029006;2.5757108632741104,CRS3035RES1000mN2887000E3777000,CRS3035RES1000mN2887000E3777000,0,0,7708393051,214.5,100,6,39,4,74,12,5568040.3,6553,94,6,0,0,88,12,0,0,12,4,8,14.5,15,55,40,26,38,2,0
WSG84;48.847813351229156;2.5266094973400066,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,0,0,93051,120,51,3,14,4,41,4,3714362.4,3872,18,33,12,10,21,7,1,0,4,4,7.5,10.5,9,16,29,16,15,9,0
WSG84;48.8479955624252;2.5293222722386037,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,0,0,93051,127,52,2,14,4,48,4,3909049.4,4775,6,46,11,5,20,16,0,0,2,2,10,11,7,20,25,22,20,8,0
WSG84;48.84817770771625;2.532035065296089,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,0,0,93051,709.5,330,22,125,9,144,50,18298656,20199,307,23,1,1,320,8,0,0,59,14,40.5,34.5,47.5,205,126,65,95,23,0
WSG84;48.84835978710166;2.5347478765061484,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,189.5,74,6,25,8,53,3,4626859.8,5151,31,43,22,7,17,28,0,0,15,4,13.5,15,12,41,43,22,18,6,0
WSG84;48.84854180058067;2.5374607058624745,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,254,114,5,47,9,78,5,7391455,8284,75,39,8,14,9,83,0,0,12,7,14,15,24,67,59,23,22,11,0
WSG84;48.84872374815259;2.540173553358749,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,268.5,115,8,46,7,84,5,7363698.1,8190,64,51,13,11,11,80,0,0,19,7,26,21.5,10,69,58,26,25,6,1
WSG84;48.84890562981669;2.5428864189886538,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,400.5,227,26,133,4,140,23,9901912.5,12922,183,44,27,40,110,50,0,0,16,8.5,18.5,25.5,28,116,77,54,48,9,0
WSG84;48.84908744557228;2.5455993027458836,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,147,45,3,4,4,39,2,4407514.6,4896,3,42,17,11,3,14,0,0,7,4,11,16,10,21,36,14,20,8,0
WSG84;48.84926919541864;2.5483122046241187,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,173,78,3,28,5,55,7,5101929.7,6259,27,51,25,16,11,26,0,0,2,2,8,19,18,20,39,25,31,9,0
WSG84;48.84945087935508;2.5510251246170457,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,553,205,45,54,26,17,54,10240451.8,14604,190,15,3,194,3,5,0,186,28,14,50,62,42,106,97,86,49,19,0
WSG84;48.84963249738087;2.5537380627183475,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,1,0,93051,9,3.7,0.1,1.1,0.3,2.9,0.2,286866.3,444.8,0.3,3.4,1.2,1.1,0.7,0.6,0.1,0,0.4,0.1,0.9,0.8,0.6,0.7,2.1,1.2,1.4,0.8,0
WSG84;48.84981404949533;2.556451018921708,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,1,0,93051,23,9.4,0.2,2.7,0.7,7.5,0.5,733102.8,1136.8,0.7,8.7,3.2,2.7,1.7,1.5,0.3,0,1,0.3,2.2,2.1,1.5,1.7,5.5,3,3.7,2,0
WSG84;48.849995535697694;2.5591639932208134,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,57,19,0,3,4,17,1,2002432.6,3017,1,18,5,5,5,4,0,0,3,1,1,8,7,7,10,12,4,4,0
WSG84;48.8501769559873;2.5618769856093446,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,41.5,18,2,1,0,18,2,1349612,2392,0,18,0,1,11,6,0,0,1,0,1.5,2,2,4,2,11,16,2,0
WSG84;48.85035831036344;2.5645899960809895,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,120.5,40,4,4,5,36,1,3567980.4,5092,0,40,4,2,17,17,0,0,9,0,8,14,6.5,13,34,16,15,5,0
WSG84;48.850539598825414;2.5673030246294246,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,209,80,4,9,5,68,5,6011392.2,7191,6,74,10,15,38,17,0,0,4,4,12,18,9,26,45,41,38,12,0
WSG84;48.850720821372484;2.5700160712483373,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,93051,255,82,13,15,14,38,13,5974392.8,6264,43,39,4,12,16,50,0,39,22,7,21,30,20,68,49,14,21,3,0
WSG84;48.85090197800396;2.572729135931409,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,0,0,9305177083,216.5,64,5,7,16,28,4,5504619.5,6470,1,63,1,9,39,15,0,29,13,8,14,23.5,16,35,37,39,21,10,0
WSG84;48.85108306871913;2.575442218672317,CRS3035RES1000mN2887000E3777000,CRS3035RES1000mN2887000E3777000,1,0,7708393051,14,5.9,0.2,1.2,0,3.6,0.7,434602.5,551.5,1.6,4.3,0,1.9,2.4,1.6,0,0,0.5,0.5,0.5,0.5,0.9,2.6,3.1,2.8,1.9,0.7,0
WSG84;48.84923711265523;2.5209134040804515,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,1,0,93051,16,5,0,1.2,0.6,3,0,434225.4,447.7,0.9,4.1,0.6,1.8,2.3,0.3,0,0,0.9,0.3,1.2,2.4,2.1,2.4,2.6,2.9,0.9,0.3,0
WSG84;48.84941946323287;2.5236262390631152,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,1,0,93051,9,2.8,0,0.7,0.3,1.7,0,244251.8,251.8,0.5,2.3,0.3,1,1.3,0.2,0,0,0.5,0.2,0.7,1.3,1.1,1.3,1.5,1.7,0.5,0.2,0
WSG84;48.84960174790431;2.5263390922198083,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,1,0,93051,5,1.6,0,0.4,0.2,0.9,0,135695.4,139.9,0.3,1.3,0.2,0.6,0.7,0.1,0,0,0.3,0.1,0.4,0.7,0.7,0.7,0.8,0.9,0.3,0.1,0
WSG84;48.84996611952569;2.531764853030053,CRS3035RES1000mN2887000E3773000,CRS3035RES1000mN2887000E3773000,1,0,93051,2,0.6,0,0.1,0.1,0.4,0,54278.2,56,0.1,0.5,0.1,0.2,0.3,0,0,0,0.1,0,0.2,0.3,0.3,0.3,0.3,0.4,0.1,0,0
WSG84;48.85014820647421;2.534477760670973,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,105.5,38,5,8,2,31,5,2481259.9,2715,33,5,3,34,1,0,0,0,2,2,9.5,12,11,16,23,19,9,2,0
WSG84;48.85033022751368;2.5371906864606704,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,123.5,45,2,6,2,41,3,3775054.5,3939,3,42,10,12,16,7,0,0,6,1,7,9.5,11,18,31,14,20,6,0
WSG84;48.85051218264338;2.539903630392834,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,269.5,104,5,20,5,83,9,8251166.9,8920,32,72,19,2,73,10,0,4,12,12.5,12,13.5,17.5,58,44,58,39,3,0
WSG84;48.8506940718626;2.5426165924611484,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,240,90,4,18,5,76,6,7544874.6,7877,11,79,40,10,23,17,0,0,10,4,20,21,18,35,58,37,26,11,0
WSG84;48.85087589517064;2.5453295726593006,CRS3035RES1000mN2887000E3774000,CRS3035RES1000mN2887000E3774000,0,0,93051,130.5,55,2,12,2,53,9,4254852.7,5649,1,54,15,13,16,11,0,0,5,3,6,6,10.5,18,21,22,29,10,0
WSG84;48.85105765256677;2.54804257098097,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,116.5,42,3,7,0,37,4,3744428,4305,0,42,15,16,9,2,0,0,4.5,5,10,10,7,14,28,19,18,1,0
WSG84;48.85123934405031;2.5507555874198444,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,133,47,1,11,6,38,3,4261433.6,4666,9,38,10,11,9,17,0,0,4,7,12,12,11,23,30,13,18,3,0
WSG84;48.85142096962054;2.5534686219696066,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,1,0,93051,16,6.6,0.2,1.9,0.5,5.2,0.3,509984.6,790.8,0.5,6.1,2.3,1.9,1.2,1,0.2,0,0.7,0.2,1.5,1.5,1,1.2,3.8,2.1,2.6,1.4,0
WSG84;48.851602529276754;2.556181674623938,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,0,0,93051,37,20,2,11,1,13,0,1079505.8,2089,11,9,3,2,1,12,2,0,0,2,4,2,1,8,10,4,6,0,0
WSG84;48.85178402301823;2.5588947453765245,CRS3035RES1000mN2887000E3775000,CRS3035RES1000mN2887000E3775000,1,0,93051,20,8.2,0.2,2.4,0.6,6.5,0.4,637480.7,988.5,0.6,7.6,2.8,2.4,1.5,1.3,0.2,0,0.9,0.2,2,1.8,1.3,1.5,4.8,2.6,3.2,1.7,0
WSG84;48.85196545084428;2.5616078342210487,CRS3035RES1000mN2887000E3776000,CRS3035RES1000mN2887000E3776000,1,0,93051,13,4.7,0.6,1.1,0.4,2.3,0.8,297515.3,481,2.4,2.3,0.7,2.1,0.6,1.3,0,0,0.9,0.2,0.8,0.8,1.5,2.6,2.3,2.6,1.1,0.2,0
